title_zh,itemIds
枚方东,S2003.8.917
果亲王弘瞻春园读书图,S1991.48
果亲王弘瞻肖像,S1991.47
果亲王胤礼肖像,S1991.95
果蔬图,F1980.156;F1997.88.2
果蔬花卉草虫集,F1918.12
枝叶栖禽图,F1916.589
枝头乌鸫.秋叶,F1909.249f
枝头双鸟,S2003.8.2125
枝头双鸽,S2003.8.2124
枝头双鹤,S2003.8.1775
枝头宿鸟图,F1998.186.2
枝头朱鹀,S2003.8.1902
枝头栖猿,S2003.8.1834
枝头猫头鹰,S2003.8.355
枝头猫头鹰与满月,S2003.8.1966
枝头鸟,S2003.8.1737;S2003.8.2112;S2003.8.2113;S2003.8.2114
枝形茶壶,S1993.7a-b
枝月鹭鸣,S2003.8.2027
枣红马,F1911.154c
枪战,S2003.8.2565
枪持胁从,F2008.5a-c
枫叶,S2003.8.3683
枫叶栅栏纹乾山风格赤乐水指,F1900.118
枫叶纹乾山风格黑乐茶碗,F1899.96
枫叶纹水注,F1904.358a-b
枫叶纹水注/香炉,F1905.24a-b
枫叶纹饰大盘,FSC-L-50a-c
枫林群鸽,S2003.8.1995
枫枝栖鸽,S2003.8.1993
枫树上的鸟,S2003.8.2060
枫树太平鸟,S2003.8.1881
枫树纹乾山风格黑乐水指,F1899.100a-b
枫间鸣禽,S2003.8.2010
枯木双鹰图,F1916.39
枯枝双鹰图,F1917.337
枯枝孤鸟,F1909.178
枯枝寒鸦,S2003.8.488
枯枝栖鹰图,F1909.248a
枯树岩间独坐,F1911.160i
枯荷立鱼狗,S2003.8.1985
枯野,S2003.8.2220
柄状物,S2012.9.1812
柄鞘构件,S1987.200a-i
柏树与杉木图,F1898.476
染付茶道具,FSC-P-6975.1a-k-4a-b
查尔斯.兰.弗利尔肖像,F1903.301a-b
柱形刻铭珠,F1916.763
柱状珠串,F1911.469;F1912.26;F1912.27;F1912.28;F1912.32;F1914.126;F1914.127;F1916.384;F1916.759;F1916.760;F1916.762;F1916.766;S1987.935.2;S1987.935.3;S1987.935.4;S1987.935.6;S1987.935.7;S1987.935.8;S1987.935.9;S1987.935.11;S1987.935.12;S1987.935.13;S1987.935.14;S1987.935.15;S2013.2.30
柲饰,F1979.15
柳下行舟图,F1980.134
柳原夜雨,S2003.8.1181;S2003.8.1182;S2003.8.1183;S2003.8.1184;S2003.8.1185
柳宅水禽图,F1998.60
柳宗元句行书联,S2001.46
柳岸夜鹭,S2003.8.1878
柳枝下浅水畔的男子与马,S2003.8.2090
柳枝栖禽图,F1980.142h
柳枝白鹭,S2003.8.2115
柳枝观音像,F1916.58
柳树鸭子草纹镶嵌碗,F1898.65
柳桥之顿子,S2003.8.1575
柳桥残雪,S2003.8.2049
柳梢苍鹭,S2003.8.2001
柳梢螳螂望月,S2003.8.1976
柳荫三骏图,F1909.163
柳荫品茗图,F1909.247e
柳荫四子图,F1911.535a-d
柳荫憩息图,F1909.248f
柳荫泛舟图,F1916.36
柳荫牧牛图,F1915.8;F1919.151
柳荫牧笛图,F1909.244e
柳荫系舟图,F1980.124
柳荫系马图,F1909.248c
柳荫行旅图,F1911.482
柳荫钟馗与小鬼图,F1980.139
柳荷嵌纹瓶,F1899.7
柳雁翠鸟图,F1916.33
柳鸟图,F1963.2
柿树图,F1996.28
柿树猿猴,S2003.8.1835
柿树风景图,F2022.2.6a-f
柿蒂卷云纹琵琶形衣钩,S2012.9.2082
柿蒂形饰,F1916.290;F1916.291;F1916.294;S2012.9.1979
柿蒂纹琵琶形带钩,S2012.9.2546
栀子花纹盘,F1953.7a-b
栃木县川西,S2003.8.932
栈台纳凉图,F2019.3.42a-f
栋方志功肖像,S2019.3.1567
栏杆座灯,S2012.9.3783
栏杆式瓶,F1980.14a-c;F1980.190a-c;F1980.191a-c
栏杆形瓶,F1980.192a-c
树下罗汉图,F1919.165
树下舟中渔父图,F1911.476
树下远眺高士图,F1911.256
树下骏马图,F1998.189.2
树中罗汉与献卷灵龟,F1916.35
树景,S2003.8.1406
树木习作,F1953.21
树枝提梁壶,S1993.7a-b
树枝雕件,S2012.9.2946
树桩栖禽,S2003.8.2026
树梢苍鹭,S2003.8.1955
树梢鸮,S2003.8.1874
树石江景,F1909.250d
栖崖之鹰,S2003.8.2000
栖果鸟趣,S2003.8.2025
栖枝寒鸦,S2003.8.1919;S2003.8.2004
栖枝猛禽,S2003.8.1960
样本版画册方形集第一卷,S2003.8.3741.1
样本版画册第三卷,S2003.8.3741.3
样本版画册第九卷,S2003.8.3741.9
样本版画册第二卷,S2003.8.3741.2
样本版画册第十一卷,S2003.8.3741.10
样本版画册第十二卷,S2003.8.3741.11
样本版画册第四卷,S2003.8.3741.4
根之山黄昏,S2003.8.950
根付,F1944.37.2
根岸,S2003.8.48
根岸田舍邸,S2003.8.2352
根方,S2003.8.2347
根津权现神社月升,S2003.8.470
格林尼治养老金领取者,F1893.35
格林海斯,F1893.66
格言：艺无止境,F1998.277
格言：落笔生风,F1998.278
格鲁派传承,S2020.5.15
桂宫兰殿仕女图,F1919.123
桂林,S1995.81
桃形杯,F1916.398
桃形水滴器废品,FSC-P-2698
桃形钵,F2021.2.5a-e
桃枇杷紫李图,F1980.169c
桃枝双雀图,F1911.25
桃浦,S2003.8.935
桃源仙境,2004.19.11;F1911.207;F1957.4;F1980.155
桃源仙境图卷,2004.19.11.1;2004.19.11.2;2004.19.11.3;2004.19.11.4;2004.19.11.5;2004.19.11.6;2004.19.11.7;2004.19.11.8;2004.19.11.9;2004.19.11.10;2004.19.11.11;2004.19.11.12
桃石花卉图,F1909.166
桃花源图,F1982.26
桃菊图,F1911.280
案屏饰板,F1991.17
桌几,F1909.352;F1909.360;F1909.361;F1912.9;F1912.10;F1912.11;F1912.12;F1912.13;F1915.84;F1916.415;F1919.62
桌屏,F1913.12a-b;S2012.9.2402;S2012.9.4153a-b
桌屏饰板,F1991.18
桌架,F1911.442a-d
桌边无名贵族男子像,S1991.126
桐木四方托盘两枚,FSC-W-44.1-2
桐纹食碟,F1905.320
桥上双鹿,S2003.8.1668
桥下明月,S2003.8.2403
桥下河舟,S2003.8.2257
桥下舟行,S2003.8.2171
桥场暮色,S2003.8.1113
桥畔佳人,S2003.8.173
桥畔遇佳人,S2003.8.2230
桥边武士,S2003.8.1523
桨拍纹罐,S2005.62
桩上鹬影,S2003.8.2031
梁元帝萧绎联句山水,S1987.227.12
梁场草堂,F1909.188
梅下双鹤图,F1916.83
梅下鸳鸯图,F1916.101
梅之谷与常陆山相扑对决,S2021.5.43a-c
梅书合璧,2004.19.36
梅宫大社,S2003.8.2522
梅月交辉,S2003.8.1813;S2003.8.1814
梅林幽居图,F1980.128
梅枝双雀图,F1980.111j
梅枝图,F1915.36L
梅枝栖鸦,S2003.8.490
梅树三羊图,F1919.178
梅树图,F2020.3
梅树纹盘,FSC-C-2
梅梢栖禽图,F1909.246j
梅溪高隐图,F1980.106
《白丁香》,F1918.157b
《白色牧场》,F1917.249b
《花时》,F1915.27b
梅瓶,F1952.5a-b;F1953.3a-c;S2012.9.3418
梅竹五雀图,S1991.139
梅竹双清图,F1915.36g
梅纹食碟,F1905.323
梅花与窗,S2003.8.125
梅花书屋图,F2023.3.26
梅花仕女图,S1990.62
梅花图,2004.19.25;F1965.10
梅花形盘饰观水禽人物图,S1997.35
梅花形饰,S2012.9.1237
梅花枝头栖鸽,S2003.8.3717
梅花纹乾山风格注子,F1900.30a-c
梅花纹乾山风格茶碗,F1900.74
梅若之死,S2003.8.2446
梅若神社,S2003.8.1160;S2003.8.1161
梅茶鸳鸯图,F1919.156
梅香,S2003.8.3752.11
梅馨,S2003.8.3752.13
梦仙草堂,F1939.60
梦窗疏石画像,F1904.351
梦萦之地,S2018.2.298
梧桐双凤图,F1919.112
梧桐怪石珍禽图,F1980.173
梨割系列江文乐木偶,S2018.2.327
梨形瓶,F1907.76
梨形金属饰件铸造用残模,F1916.7
梨花一枝,F1954.10
梯形顶饰发簪,S2012.9.392
梯形鸟形复合顶饰发簪,S2012.9.400
梳发,F1893.71;S2003.8.315;S2003.8.2539;S2003.8.2549;S2003.8.3675
梳发图,S2003.8.1748
梳发的女子,S2003.8.121
梳妆,S2003.8.2218
梳妆女子,S2003.8.1098
梳妆游女,F1898.114
梳子,FSC-W-21;FSC-W-22;FSC-W-23;S2012.9.1962;S2012.9.2671;S2012.9.3024;S2012.9.4556
梳簪饰件,F1916.628;F1917.382;S2012.9.119;S2012.9.120;S2012.9.121;S2012.9.123
梵文铭文碗,FSC-P-4125
棕色丝绒饰片,2005.5.444
棕色丝绸锦缎布料,2005.5.622
棕色织锦饰片,2005.5.540
棕色铭文石头,2005.12.73
棕色锦缎龙袍,2005.5.266
森崎,S2003.8.2348
森崎夕阳,S2003.8.789
森林,S2019.3.1013
森林树神——哈玛德律斯,S1998.126.1-6
森田勘弥饰演源太景季,S2003.8.1559
棱瓣碗/高足杯,S2012.9.4142
棱纹儿童耳塞,FSC-O-44
棱纹带钩,S1987.688;S2012.9.1270
棱纹斧,S2012.9.265
棱纹盘,LTS1985.1.335.1
棱脊銎斧,S2012.9.592
棱面双棒饰,S2012.9.1560.1-2
椅侧板,S2012.9.4133
椅具,F1916.757
椅模型,S2012.9.3746
植物与木篱,S2003.8.2183
植物园,S2019.3.519
植物纹铭文圆镜,S2012.9.1761
椭圆哑光白瓷罐,LTS1985.1.255.12
椭圆形印,FSC-B-597
椭圆形杯,S2012.9.4226
椭圆环饰,F1911.464
椭圆碟,LTS1985.1.264.8;LTS1985.1.264.29
椭圆顶饰发簪,S2012.9.388
椭圆饰件,S2012.9.765
椰树间秋千上的双神,S1997.139a-c
椿萱鹡鸰图,F1998.46
楚山清秋图,F1935.17
楚江揽胜图,F1911.185
楚江烟雨图,F1968.52
楷书书法,S2001.21;S2001.28
楷书双诗并跋,F1909.398b
楷书四碑刻摘录,F1997.66.1-4
楷书多宝塔碑选段,F1998.83
楷书对联,F1980.20.1-2;F1997.61.1-2;F1997.72.1-2;F1998.112.1-2;F1998.144.1-2;F1998.154.1-2;F1998.158.1-2;F1998.165.1-2;F1998.178.1-2;F1998.196.1-2;F1998.206.1-2;F1998.272.1-2
楷书引首,F1909.244m-r
楷书御制诗,F1998.108
楷书梅花赋,F1992.54
楷书翁森三诗,F1998.140
楷书苏轼诗三首,F1997.60
楷书论书,F1998.141
楷书诗页,F1986.3b;F1988.8b;F1998.218
楷书题跋,S1987.227.13
楼阁明器,F1907.68a-d
榴枝结实图,F1911.307
槌形瓶,F1937.18
槽前双马俑,S2012.9.3444
槽型器,S2012.9.3567
槽纹顶饰发簪,S2012.9.406
樋口上尉在战斗中收养孤儿,S2003.8.1366
樋口大尉收养中国孤儿,S2003.8.1787
模具,FSC-P-196;FSC-P-6959;FSC-P-6960
模具残片三件,FSC-RE-2a-c
模制器盖,S2012.9.3062;S2012.9.3687
模制小碟,FSC-P-3499
模制彩绘装饰盘,F1907.528a-c
模制纹饰碗,S2012.9.3849
模刻纹耀州式碗,F1919.91;F1919.92
模印凤纹花卉碗,F1914.92
模印刻划纹碗,F1909.302;F1919.105
模印刻画莲瓣纹深碗,F1916.395
模印纹盘,F1905.306;F1907.321;F1917.210;F1984.16;S2012.9.3648
模印纹饰碗,FSC-P-951;S2012.9.3396
模印纹饰碗残片,FSC-P-111
模印纹饰茶碗,F1900.36
模印纹高足杯,F1909.305
模印缠枝纹瓶,F1914.64
模印花纹带流碗,F1976.6
模印花纹盘,S2005.41
模纹装饰盘,S2012.9.3395
模范残件,S2012.9.536;S2012.9.537;S2012.9.538;S2012.9.539;S2012.9.540;S2012.9.541;S2012.9.542;S2012.9.543;S2012.9.544;S2012.9.545;S2012.9.546
横滨周日图景,S1998.54a-c
横滨长岛桥日落,S2003.8.244
横滨长岛桥黄昏,S2003.8.240
横纹刻痕棒,S2012.9.3025
横膝持剑的坐姿男子,F1911.156k
樱上群鸟,S2003.8.1400
樱吹雪,S2003.8.416
樱川纹香盒,F1902.219a-b
樱时,S2019.3.794;S2019.3.1351
樱时阴天,S2003.8.2420
樱枝家燕,S2003.8.2103
樱枝栖鸦满月,S2003.8.1974
樱柳双树,F1985.26;F1985.27
樱树,S2003.8.2472
樱树下的平忠度,S2003.8.1270;S2003.8.1271
樱树啄木鸟,S2003.8.2117
樱田门之雪,S2003.8.2382
樱田门春雨,S2003.8.943
樱纹橄榄比目鱼与黑鲪鱼图,F1995.16.7
樱花,S1998.147
樱花与小舟,S2003.8.2236
樱花大道,S2000.33
樱花时节的吾妻桥,S2003.8.2503
樱花树上的鸽子,S2003.8.151
樱花纹茶碗,F1906.284
樱花节宴游图,F1904.438
樵夫涉石滩,F1911.166c
橄榄绿青釉小碗残片,FSC-P-453
橘色随笔.甜点铺,F1904.315a-c
橙色刺绣丝缎滑扣荷包,2005.5.86
橡木扶手椅,FSC-F-6
橡枝松鸦,S2003.8.1957
檐壁浮雕残段,F1918.141;F1918.176;F1918.177
欢度佳节,2010.17.86
欧文饰演西班牙腓力二世,F1893.69
欧洲鎏金银饰执壶,F1970.3
歌滨中禅寺,S2003.8.1014;S2003.8.1015
歌舞伎剧目场景,FSC-GR-623a-c;FSC-GR-624a-c
歌舞伎十八番,S2003.8.2537
歌舞伎座,S2003.8.674;S2003.8.1615
歌舞伎演出,S1994.50a-c
歌舞伎演员,F1904.270;S2003.8.2716;S2003.8.2759;S2019.3.1618
歌舞伎表演,S1994.50a-c
正午泻湖,F1887.27
正式朝袍领肩部蓝色绸缎残片,2005.5.283
武后称帝时期佛教造像铭文拓片,FSC-R-369a-c
武士之道,S2003.8.2529
武士传说插图,S2003.8.1
武士俑,S2012.9.3181;S2012.9.3303;S2012.9.3327;S2012.9.3532;S2012.9.3704;S2012.9.4399
武士像,S2012.9.2887
武士头部,F1913.145
武士头部形哨,S2012.9.3881
武士或天王,S2012.9.4522
武士搏斗纹盘,F1992.15.1;F1992.15.2
武士牵马图,F1911.167c
武士遥望峡谷,S2003.8.1524
武士首形哨,S2012.9.3880
武官一品补子全幅,2022.7.6
武官一品补子前幅,2022.7.6.1
武官一品补子前幅右片,2022.7.6.1.2
武官一品补子前幅左片,2022.7.6.1.1
武官一品补子后幅,2022.7.6.2
武官三品补子,2016.3.3
武官二品补子前幅,2022.7.4
武官补子背面,2005.5.600
武将,S1991.132
武州东吾野,S2003.8.903
武州根之山,S2003.8.905
武州滝山城迹,S2003.8.904
武梁祠铭文拓片,FSC-R-255;FSC-R-256;FSC-R-257;FSC-R-258;FSC-R-259;FSC-R-260;FSC-R-261
武梁祠隶书题刻,F1998.234
武相菩萨,S2012.9.4509
武藏百景.两国花火,S2003.8.1220
武藏百景.品川蚊帐与满月,S2003.8.1217
武藏百景.水道桥茶之水,S2003.8.1221
武藏百景.深川木场,S2003.8.1222
武藏百景.绫濑川远望浅草寺,S2003.8.1218
武藏百景.雪中深川弁天堂,S2003.8.1219
武藏百景之一.王子稻荷神社,S2003.8.1153
残件,F1914.123;F1914.148;F1917.264;FSC-P-4132;FSC-P-4133
残件若干,FSC-S-79a-b
残件：狮形,F1916.311
残件：躯干与右前臂部分,F1911.548
残件：骆驼与驭者,FSC-PA-4
残剑,FSC-B-125;FSC-B-126;S2012.9.1201
残匕首,FSC-B-132a-b
残夏凉风,S2003.8.3752.9
残影-24,S2019.3.25
残戈,FSC-B-141
残损勺具,FSC-B-544
残损矛头,FSC-B-62
残片,F1911.592;F1919.5a-d;FSC-B-542a-c;FSC-B-552;FSC-O-41;FSC-P-642;FSC-P-650;FSC-P-658;FSC-P-692;FSC-P-787;FSC-P-790;FSC-P-791;FSC-P-793;FSC-P-794;FSC-P-797;FSC-P-798;FSC-P-801;FSC-P-802;FSC-P-803;FSC-P-804;FSC-P-805;FSC-P-808;FSC-P-809;FSC-P-810;FSC-P-811;FSC-P-813;FSC-P-814;FSC-P-815;FSC-P-816;FSC-P-818;FSC-P-819;FSC-P-820;FSC-P-821;FSC-P-822;FSC-P-823;FSC-P-824;FSC-P-834;FSC-P-838;FSC-P-2750;FSC-P-2751;FSC-P-2752;FSC-P-2754;FSC-P-2755;FSC-P-2758;FSC-P-2759;FSC-P-2760;FSC-P-2761;FSC-P-2765;FSC-P-2766;FSC-P-2767;FSC-P-2768;FSC-P-2769;FSC-P-2770;FSC-P-3829;FSC-P-4134;FSC-P-4135;FSC-P-4136;FSC-P-4137;FSC-P-4138;FSC-P-4139;FSC-P-4178a;FSC-P-4178b;FSC-P-4178c;FSC-P-4178d;FSC-P-4178e;FSC-P-4178f;FSC-P-4178g;FSC-P-4199;FSC-P-4201;FSC-P-4203;FSC-P-4212;FSC-P-4225;FSC-P-4226;FSC-P-4227;FSC-P-4231;FSC-P-4232;S2012.9.664;S2012.9.665;S2019.6.5
残片或陶瓷芯,S2012.9.547
残片拼合缂丝挂饰,2005.5.258
残环改製的鸟形端饰,S2012.9.323;S2012.9.327
残矛柄,S2012.9.1999
残缺碗,FSC-P-533
殓玉牌,F1979.37;F1979.38
殷周碑隶书摘录,F1998.236.1-4
母狮小像饰件,F1915.214
母鸡,S1987.757;S1987.808;S2012.9.3931
母鸡与双雏,S2003.8.1848
母鸡雏鸡图,S2012.9.4794
毒蕈,S2003.8.12
比丘小像,F1912.85
比林斯门即景,F1893.65
毗卢遮那佛,S2006.7
毗湿奴,S1992.51
毗湿奴与女神群像,F1966.15
毗湿奴与配偶神像,F1927.7
毗湿奴或十一面观音菩萨,S2012.9.4389a-b
毛公鼎全形拓,FSC-R-62
毛笔,F1980.91.1a-b;F1980.91.2a-b;S2012.9.4719
毛笔夫人肖像,F1917.188a-b
气球升空图,S2003.8.3662
水上仙阙图,F1911.178
水上双额白雁,S2003.8.2024
水上鸭群,S2003.8.371
水乡风光：杨柳修竹.沼泽小桥,F1909.247c
水井,S2003.8.2237
水仙禽鸟图,2004.19.6
水仙腊梅图,F1960.26
水仙铭文乾山风格茶碗,F1900.50
水兵激战,S2003.8.2570
水园幽居图,F1916.132
水城阴日,S2003.8.921
水墨山水图,F1916.63
水岸白鹭,S2003.8.1871
水户日沼之雪,S2003.8.927
水户轰,S2003.8.918
水户远眺富士山,S2003.8.968;S2003.8.976;S2003.8.977
水戸长浜,S2003.8.870;S2003.8.871
水月,S2003.8.2579
水月观音菩萨像,F1913.22;F1913.28;F1913.115a-b;F1914.56;F1917.17a-b;F1930.36;S2012.9.4235;S2012.9.4307;S2012.9.4355;S2012.9.4398;S2012.9.4434;S2012.9.4469;S2012.9.4542
水月送子观音菩萨像,S2012.9.4400
水村云岫图,F1915.36a
水村双憩图,F1909.162
水村消夏图,2004.19.21
水果摊,F1887.7
水榭,S1987.252
水榭听箫图,F1919.149
水榭品茗图,F1919.169
水榭林亭,F1909.251r
水波纹砚,F1995.4a-c
水注,F1907.71;F1943.6;F1943.7
水涯怪石远村,S1987.263
水渚双凫图,F1911.194
水滴器,S2012.9.1964;S2012.9.2130;S2012.9.3949;S2012.9.3977;S2012.9.4043
水滴连木座,F1980.94a-c
水牛,F1978.30
水牛与少年,S2003.8.1529;S2003.8.1530
水牛与牧人,S2012.9.4341
水牛与牧童,S1987.779
水牛与犊,F1917.333
水牛与犊图,F1916.62
水牛与骑手俑,F1949.26
水牛像,F1909.391
水牛图,FSC-PA-198
水牛形像,S2012.9.856;S2012.9.1057;S2012.9.1366
水牛形改制玉坠,S1987.479
水牛形玉坠,S1987.537;S1987.619
水牛首形佩饰,S2012.9.328
水牛首纹戈,F1934.14
水畔小舟旁的孩童,S2003.8.999
水畔屋舍,F1909.226
水畔芦汀双凫图,F1916.93
水畔鸳鸯栖木,F1909.180
水盂,F1907.59;FSC-P-7002a-h;FSC-P-7004a-i
水盂：虎形,F1917.371
水盆,F1955.10;F2017.12;S2012.9.1626;S2012.9.2002
水盘,S2012.9.1403
水禽模印纹定窑碗,F1949.23
水窪望富士,S2003.8.2396
水边亭阁,F1911.162j.1-2
水阁临风图,F1911.258
水阁泛舟图,F1909.248h
水阁观满月,F1918.5
水雉莲塘,S2003.8.1807
水雷艇水雷发射图,S2003.8.1599
水鸟形佩,S1987.580;S1987.862;S1987.870
水鸡与盛开的白鸢尾,S2003.8.1883;S2003.8.1885
水鸡紫藤,S2003.8.1987
水龙卷与青蛙,S2003.8.1670
永乐款划龙纹碗,S2012.9.3668
永宗湾登陆,S2003.8.1329
永宗湾登陆后的营地,S2003.8.1088
汉代四碑隶书集录,F1985.21a-d
汉代帝王肖像,F1911.28
汉代风格怪兽纹带钩,S2012.9.958;S2012.9.1368
汉城东大门,S2003.8.1071;S2003.8.1072
汉城东大门日出,S2003.8.1073
汉墓低浮雕石板,F1914.57
汉宫图,F1915.55
汉宫春晓十二曲屏,F1906.42a-l
汉式壶型礼器现代仿品,FSC-B-60
汉式斝型礼器现代仿品,FSC-B-61
汉藏风格佛超越相,S2012.9.4382
汐留站列车,S2003.8.146
汝釉瓶,F1998.80a-b
江上迎春,F1915.1;F1915.2
江之浦月影,S2003.8.887
江亭春霭图,F1915.26
江亭烟树图,F1909.248k
江亭诗梦图,F1916.100
江亭高树幽人图,F1911.250
江古田之月,S2003.8.2337
江塔远岫激流图,F1909.245L
江外远山图,F1998.3
江天暮雪,S1987.270.8
江山楼阁图,F1911.260
江山胜览图,F1911.169a-c
江岛,S2003.8.3752.8
江岸野庐,S1987.249
江岸风光,2004.19.13;2004.19.88;F1902.278;F1914.59c
江岸风光：前景树木与屋舍,F1909.246g
江川初雪图,F1918.41
江布尔,S2003.8.41
江户坡,S2003.8.2302
江户川,S2003.8.2336
江户桥暮色富士,S2003.8.1137
江户老街典型女儿,S2003.8.3821
江户艺伎,S2003.8.2423
江文乐木偶,S2018.2.321;S2018.2.322;S2018.2.323;S2018.2.324;S2018.2.325;S2018.2.326
江景人物册页,2004.19.72.1;2004.19.72.2;2004.19.72.3;2004.19.72.4;2004.19.72.5;2004.19.72.6;2004.19.72.7;2004.19.72.8;2004.19.72.9;2004.19.72.10;2004.19.72.11;2004.19.72.12;2004.19.72.13
江景人物图,2004.19.72
江景图,FSC-PA-243
江景樵夫,F1911.163p
江景：屋石松舟,F1911.166b
江景：舟中酣睡人.群鸭逐波游,F1909.245k
江村屋舍图,F1916.61
江村消夏图,2004.19.64.1
江村消夏图手卷,2004.19.64
江村消夏图手卷题跋,2004.19.64.2
江村消夏图收纳箱,2004.19.64.3
江村消夏图箱底,2004.19.64.3.1
江村消夏图箱盖,2004.19.64.3.2
江村渔乐图,F1939.2
江河景致：前景凉亭与四人,F1916.529
江畔山峦图,F1911.228
江畔春雾图,F1977.6c
江舟图,2004.19.69.1
江舟图挂轴,2004.19.69
江舟图收纳箱,2004.19.69.2
江舟图箱底,2004.19.69.2.1
江舟图箱盖,2004.19.69.2.2
池上,S2003.8.2341
池上晚雪,S2003.8.2365
池上本门寺,S2003.8.696;S2003.8.753
池中岛栖龟,S2003.8.1738
池之端夜曲,S2003.8.278
池之端弁天,S2003.8.1139
池畔客舍雪景,S2003.8.603
池端花火,S2003.8.1196;S2003.8.1197
汤岛天满宫,S2003.8.479
汤岛天神春雨,S2003.8.448
汤岛旧圣堂景,S2003.8.1142
汤锅铺,S2003.8.154
汴桥会盟图,F1909.216;F1909.238
沃平港.泰晤士河段,F1905.175
沉睡的武士副官,S2003.8.2160
沐浴之后,S2003.8.1095
沐浴的猫,S2003.8.1081
沙洲雁归,F1898.143
沙漠中的马杰农与其父,F1953.33
沙贾汗皇帝骑马像,F1939.46a
沙阿.阿巴斯与斟酒者,F1953.27
沣滨山水图册：云山舟渡,S1987.211.6
沣滨山水图册：峭壁村舍,S1987.211.8
沣滨山水图册：悬崖古松,S1987.211.10
沣滨山水图册：水村图,S1987.211.9
沣滨山水图册：疏林水磨,S1987.211.7
沣滨山水图册：石潭亭阁,S1987.211.5
河上舟子,S2003.8.2162
河内瓦片古街,S1995.25a-e
河内瓦片街,S1995.25a-e
河南龙门莲花洞石浮雕拓片之一,FSC-R-273;FSC-R-274;FSC-R-275;FSC-R-276;FSC-R-277;FSC-R-278;FSC-R-279;FSC-R-280;FSC-R-281
河口湖,S2003.8.776;S2003.8.829;S2003.8.830;S2003.8.831;S2003.8.1025;S2003.8.2126;S2003.8.2374
河口湖秋色村,S2003.8.531
河合桥,S2003.8.553
河岸Ⅰ,S2019.6.4
河岸双雁,S2003.8.1862
河岸猿戏图,F1903.218-219
河岸秋景,F1906.228a-d
河崎军曹独渡台东河,S2003.8.3731
河川风光,F1911.163q;F1911.166L
河景,S2003.8.1627;S2003.8.3109
河景坐人图,F1905.264
河景：岩岸楼船,F1911.166a
河景：野竹丛中的小舟,F1911.162f.1-2
河村课读,2004.19.34
河桥古都风貌,S2003.8.3715
河畔冥想,S1987.247
河畔别业,F1911.515
河畔幽居,F1911.163g
河畔春色：花树下系舟读书人,F1909.245q
河畔月夜村落,S2003.8.1007
河畔流萤,S2003.8.1780
河畔游宴图,F1917.206
河畔烟花,S2003.8.1699
河童图,F2018.4.19a-d
河舟,S2003.8.2172
油灯,FSC-P-6659
油灯一对,S2012.9.1642.1-2
油灯瓷片,FSC-P-4960
沼津近郊望富士山,S2003.8.326;S2003.8.327
泉桥夜雨,S2003.8.2332
泉桥雨色,S2003.8.2331
泉镜花小说《注文帖》-插图,S2003.8.394
泊岸舟船图,F1911.167e
法华八仙图酒坛,F1907.75
法华釉罐,F1945.1
法号,S2003.1;S2003.2
法宜诗抄,F1955.28.1-15
法律文书,F1908.45.6
法拉克的肖像,S2019.6.31
法隆寺东侧村落,S2003.8.951
泛舟河景图,F1980.174
泛舟赤壁,F1909.250a
泡碗,F2007.4a-b;F2007.5a-b
波千鸟枣茶入,FSC-L-63a-g
波斯马夫首像,S2012.9.3603
波涛之声,S2003.8.1541
波涛云海十八罗汉,S2012.9.4673
波涛图,F1969.22-23;F2022.2.19
波涛纹盘,F1907.86.1;F1907.86.2
波涛纹花瓶,F1984.20
泣疲,S2003.8.1300
注荼半托迦尊者,FSC-R-442
注酒器,S2012.9.1661a-b;S2012.9.2128;S2012.9.2411a-b
泰姬陵,S2003.8.36
泷之川图,S2003.8.1146
泷之川红叶,S2003.8.1765
泼墨山水纹方盘,F1906.260
泽布姆,S2018.38a-e;S2020.5.22
泽田正二郎饰演林武平,S2003.8.1558
洋馆望庭,S2003.8.597
洗象图,F1911.163i
洛北大原之春,F2019.3.23a-c
洛塔水罐,S1990.10
洛神图,F1914.53
洛神赋图,2004.19.59;F1968.12;F1968.22
洞庭秋月,S1987.270.6
洞庭秋月圖,F1919.126
洞里炼丹图,F2021.4.20a-d
活动臂人俑,S2012.9.3807
流水松风图,F1915.22
浅棕割绒挂帘,2010.21.1
浅水渔鹤,S2003.8.2011
浅浮雕山水图,F1911.430
浅碗,S2012.9.3231
浅碗残片,FSC-P-943
浅草之夜,S2003.8.242
浅草今户桥雪月,S2003.8.1244
浅草夜市,S2003.8.1188;S2003.8.1191
浅草寺,S2003.8.1592
浅草寺年末市集,S2003.8.1107
浅草寺雪中,S2003.8.1163;S2003.8.1164
浅草桥暮色,S2003.8.195
浅草稻田太郎稻荷前,S2003.8.1174;S2003.8.1175
浅草艺人,S2018.2.311
浅草藏前夏夜,S2003.8.1189;S2003.8.1190
浅草观音内殿,S2003.8.480
浅草观音堂,S2003.8.2384
浅草观音堂内景,S2003.8.1544
浅草观音夜景,S2003.8.1800
浅草雨朝,S2003.8.738
浅蓝色小玻璃珠,FSC-G-17
浅间山麓之春,S2003.8.332
浆果枝上的禾雀,F1909.245v
浆果花环,F1990.8
浣衣妇人,S2003.8.3825
浦安初秋,S2003.8.763
浦安残雪,S2003.8.781
浪花闲谈,S2003.8.1277
浮世之花,S2003.8.1465
浮世澡堂,S2003.8.2166
浮世绘投影,S2018.2.88
浮凸饰或类似的扁平圆形帽状物,FSC-B-580
浮屠耸翠,S2003.8.2036
